model_type,ticker,tb_config_name,model_name,feature_method,importance_group,cluster_importance,group_type,representative_model_features,n_model_features,cluster_id,cluster_n_features,cluster_features,dropped_cluster_features,importance_type
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,days_since_signal_change,1.2589037818247535,single_feature,['days_since_signal_change'],1,,1,['days_since_signal_change'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_004: ret_5d (rep, n=2)",0.9572989018254765,correlation_cluster,['ret_5d'],1,4.0,2,"['ret_5d', 'ret_5d_x_hmm_confidence']",['ret_5d_x_hmm_confidence'],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,sma50_slope,0.8853590632072156,single_feature,['sma50_slope'],1,,1,['sma50_slope'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,vol_126d,0.6007657739569928,single_feature,['vol_126d'],1,,1,['vol_126d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,mom_sign_5d,0.5586970185529142,single_feature,['mom_sign_5d'],1,,1,['mom_sign_5d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_011: ewma_vol_5d (rep, n=3)",0.4215467735412793,correlation_cluster,['ewma_vol_5d'],1,11.0,3,"['ewma_vol_5d', 'ewma_vol_10d', 'ewma_vol_20d']","['ewma_vol_10d', 'ewma_vol_20d']",abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,hmm_market_calm_negative,0.26239950977861115,single_feature,['hmm_market_calm_negative'],1,,1,['hmm_market_calm_negative'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,signal_changed,0.2395766774989567,single_feature,['signal_changed'],1,,1,['signal_changed'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,volume_log_change,0.23165429214713984,single_feature,['volume_log_change'],1,,1,['volume_log_change'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,open_interest_log_change,0.18766792405631622,single_feature,['open_interest_log_change'],1,,1,['open_interest_log_change'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,bb_width,0.1642509664009934,single_feature,['bb_width'],1,,1,['bb_width'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_009: vol_ratio_5_20d (rep, n=2)",0.16000622980121296,correlation_cluster,['vol_ratio_5_20d'],1,9.0,2,"['vol_5d', 'vol_ratio_5_20d']",['vol_5d'],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,hmm_market_stress,0.14476786081859094,single_feature,['hmm_market_stress'],1,,1,['hmm_market_stress'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_003: body_pct (rep, n=6)",0.08488014091448336,correlation_cluster,['body_pct'],1,3.0,6,"['ret_1d', 'co_range', 'rsi_7d_change', 'rsi_14d_change', 'rsi_21d_change', 'body_pct']","['ret_1d', 'co_range', 'rsi_7d_change', 'rsi_14d_change', 'rsi_21d_change']",abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,close_position_in_bar,0.003102556533507734,single_feature,['close_position_in_bar'],1,,1,['close_position_in_bar'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,vol_252d,3.5874939501000545e-05,single_feature,['vol_252d'],1,,1,['vol_252d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,atr_10d_pct,0.0,single_feature,['atr_10d_pct'],1,,1,['atr_10d_pct'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,atr_14d_pct,0.0,single_feature,['atr_14d_pct'],1,,1,['atr_14d_pct'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,atr_20d,0.0,single_feature,['atr_20d'],1,,1,['atr_20d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,atr_5d_pct,0.0,single_feature,['atr_5d_pct'],1,,1,['atr_5d_pct'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,bb_width_zscore,0.0,single_feature,['bb_width_zscore'],1,,1,['bb_width_zscore'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_001: low (rep, n=17)",0.0,correlation_cluster,['low'],1,1.0,17,"['open', 'high', 'low', 'close', 'ret_63d', 'ret_126d', 'ret_252d', 'price_vs_sma100', 'price_vs_sma200', 'ema20_vs_ema50', 'ema20_vs_ema100', 'sma100_slope', 'atr_5d', 'atr_10d', 'atr_14d', 'zscore_126d', 'donchian_pos_252d']","['open', 'high', 'close', 'ret_63d', 'ret_126d', 'ret_252d', 'price_vs_sma100', 'price_vs_sma200', 'ema20_vs_ema50', 'ema20_vs_ema100', 'sma100_slope', 'atr_5d', 'atr_10d', 'atr_14d', 'zscore_126d', 'donchian_pos_252d']",abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_002: open_interest_zscore_20d (rep, n=4)",0.0,correlation_cluster,['open_interest_zscore_20d'],1,2.0,4,"['open_interest', 'open_interest_zscore_20d', 'open_interest_zscore_63d', 'volume_to_open_interest']","['open_interest', 'open_interest_zscore_63d', 'volume_to_open_interest']",abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_005: sma20_slope (rep, n=2)",0.0,correlation_cluster,['sma20_slope'],1,5.0,2,"['ret_20d', 'sma20_slope']",['ret_20d'],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_006: mom_sign_126d (rep, n=2)",0.0,correlation_cluster,['mom_sign_126d'],1,6.0,2,"['mom_sign_126d', 'mom_sign_252d']",['mom_sign_252d'],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_007: cci_20d (rep, n=31)",0.0,correlation_cluster,['cci_20d'],1,7.0,31,"['price_vs_sma5', 'price_vs_sma10', 'price_vs_sma20', 'price_vs_sma50', 'price_vs_ema5', 'price_vs_ema10', 'price_vs_ema20', 'price_vs_ema50', 'sma10_vs_sma50', 'sma20_vs_sma50', 'ema12_vs_ema26', 'ema20_slope', 'ema50_slope', 'macd_line', 'macd_signal', 'macd_hist_chg', 'vol_63d', 'atr_20d_pct', 'rsi_7d', 'rsi_14d', 'rsi_21d', 'stoch_k_14d', 'williams_r_14d', 'cci_14d', 'cci_20d', 'zscore_20d', 'zscore_63d', 'bb_upper_dist', 'bb_lower_dist', 'donchian_pos_20d', 'donchian_pos_52d']","['price_vs_sma5', 'price_vs_sma10', 'price_vs_sma20', 'price_vs_sma50', 'price_vs_ema5', 'price_vs_ema10', 'price_vs_ema20', 'price_vs_ema50', 'sma10_vs_sma50', 'sma20_vs_sma50', 'ema12_vs_ema26', 'ema20_slope', 'ema50_slope', 'macd_line', 'macd_signal', 'macd_hist_chg', 'vol_63d', 'atr_20d_pct', 'rsi_7d', 'rsi_14d', 'rsi_21d', 'stoch_k_14d', 'williams_r_14d', 'cci_14d', 'zscore_20d', 'zscore_63d', 'bb_upper_dist', 'bb_lower_dist', 'donchian_pos_20d', 'donchian_pos_52d']",abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_008: ema5_vs_ema20 (rep, n=2)",0.0,correlation_cluster,['ema5_vs_ema20'],1,8.0,2,"['sma5_vs_sma20', 'ema5_vs_ema20']",['sma5_vs_sma20'],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_012: park_vol_20d (rep, n=2)",0.0,correlation_cluster,['park_vol_20d'],1,12.0,2,"['park_vol_20d', 'gk_vol_20d']",['gk_vol_20d'],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_014: hl_range (rep, n=2)",0.0,correlation_cluster,['hl_range'],1,14.0,2,"['hl_range', 'true_range']",['true_range'],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_015: hmm_market_upside_breakout (rep, n=2)",0.0,correlation_cluster,['hmm_market_upside_breakout'],1,15.0,2,"['hmm_predicted_regime', 'hmm_market_upside_breakout']",['hmm_predicted_regime'],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_016: hmm_regime_confidence (rep, n=2)",0.0,correlation_cluster,['hmm_regime_confidence'],1,16.0,2,"['hmm_regime_confidence', 'signal_x_hmm_confidence']",['signal_x_hmm_confidence'],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_017: hmm_prob_stress (rep, n=3)",0.0,correlation_cluster,['hmm_prob_stress'],1,17.0,3,"['hmm_prob_stress', 'hmm_prob_calm_positive', 'signal_x_hmm_prob_stress']","['hmm_prob_calm_positive', 'signal_x_hmm_prob_stress']",abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_018: hmm_prob_upside_breakout (rep, n=4)",0.0,correlation_cluster,['hmm_prob_upside_breakout'],1,18.0,4,"['hmm_prob_upside_breakout', 'hmm_prob_downside_or_weak', 'hmm_prob_positive_or_strong_upside', 'signal_x_hmm_prob_positive_or_strong_upside']","['hmm_prob_downside_or_weak', 'hmm_prob_positive_or_strong_upside', 'signal_x_hmm_prob_positive_or_strong_upside']",abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_019: hmm_prob_calm_negative (rep, n=4)",0.0,correlation_cluster,['hmm_prob_calm_negative'],1,19.0,4,"['hmm_prob_calm_negative', 'hmm_prob_high_or_extreme_vol', 'hmm_prob_low_or_normal_vol', 'signal_x_hmm_prob_high_or_extreme_vol']","['hmm_prob_high_or_extreme_vol', 'hmm_prob_low_or_normal_vol', 'signal_x_hmm_prob_high_or_extreme_vol']",abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_020: volume_zscore_20d (rep, n=2)",0.0,correlation_cluster,['volume_zscore_20d'],1,20.0,2,"['volume_zscore_20d', 'volume_zscore_63d']",['volume_zscore_63d'],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,"cluster_021: signal_abs_rolling_sum_20d (rep, n=2)",0.0,correlation_cluster,['signal_abs_rolling_sum_20d'],1,21.0,2,"['signal_rolling_mean_20d', 'signal_abs_rolling_sum_20d']",['signal_rolling_mean_20d'],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,ewma_vol_63d,0.0,single_feature,['ewma_vol_63d'],1,,1,['ewma_vol_63d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,gap_open_pct,0.0,single_feature,['gap_open_pct'],1,,1,['gap_open_pct'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,gk_vol_10d,0.0,single_feature,['gk_vol_10d'],1,,1,['gk_vol_10d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,gk_vol_5d,0.0,single_feature,['gk_vol_5d'],1,,1,['gk_vol_5d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,hmm_market_calm_positive,0.0,single_feature,['hmm_market_calm_positive'],1,,1,['hmm_market_calm_positive'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,hmm_regime_missing,0.0,single_feature,['hmm_regime_missing'],1,,1,['hmm_regime_missing'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,lower_wick_pct,0.0,single_feature,['lower_wick_pct'],1,,1,['lower_wick_pct'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,macd_hist,0.0,single_feature,['macd_hist'],1,,1,['macd_hist'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,macd_zscore,0.0,single_feature,['macd_zscore'],1,,1,['macd_zscore'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,mfi_14d,0.0,single_feature,['mfi_14d'],1,,1,['mfi_14d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,mom_sign_20d,0.0,single_feature,['mom_sign_20d'],1,,1,['mom_sign_20d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,mom_sign_63d,0.0,single_feature,['mom_sign_63d'],1,,1,['mom_sign_63d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,park_vol_10d,0.0,single_feature,['park_vol_10d'],1,,1,['park_vol_10d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,park_vol_5d,0.0,single_feature,['park_vol_5d'],1,,1,['park_vol_5d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,primary_signal,0.0,single_feature,['primary_signal'],1,,1,['primary_signal'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,range_pct,0.0,single_feature,['range_pct'],1,,1,['range_pct'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,ret_spread_20_63,0.0,single_feature,['ret_spread_20_63'],1,,1,['ret_spread_20_63'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,ret_spread_5_20,0.0,single_feature,['ret_spread_5_20'],1,,1,['ret_spread_5_20'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,signal_rolling_mean_5d,0.0,single_feature,['signal_rolling_mean_5d'],1,,1,['signal_rolling_mean_5d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,sma100_vs_sma200,0.0,single_feature,['sma100_vs_sma200'],1,,1,['sma100_vs_sma200'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,sma50_vs_sma100,0.0,single_feature,['sma50_vs_sma100'],1,,1,['sma50_vs_sma100'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,sma50_vs_sma200,0.0,single_feature,['sma50_vs_sma200'],1,,1,['sma50_vs_sma200'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,stoch_d_14d,0.0,single_feature,['stoch_d_14d'],1,,1,['stoch_d_14d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,uo,0.0,single_feature,['uo'],1,,1,['uo'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,upper_wick_pct,0.0,single_feature,['upper_wick_pct'],1,,1,['upper_wick_pct'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,vol_10d,0.0,single_feature,['vol_10d'],1,,1,['vol_10d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,vol_20d_x_hmm_confidence,0.0,single_feature,['vol_20d_x_hmm_confidence'],1,,1,['vol_20d_x_hmm_confidence'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,vol_ratio_20_63d,0.0,single_feature,['vol_ratio_20_63d'],1,,1,['vol_ratio_20_63d'],[],abs_standardized_logistic_coefficient
logistic_regression,ng1s,garman_klass_10d_tp2_sl2,l1_C1,corr_cluster,volume,0.0,single_feature,['volume'],1,,1,['volume'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,primary_signal,0.4271151211246138,single_feature,['primary_signal'],1,,1,['primary_signal'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_025,0.28258285700658814,pca_component,['pca_025'],1,,1,['pca_025'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_006,0.26099173367599127,pca_component,['pca_006'],1,,1,['pca_006'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_001,0.2139438044868985,pca_component,['pca_001'],1,,1,['pca_001'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_016,0.2100357917244356,pca_component,['pca_016'],1,,1,['pca_016'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_020,0.19804423068250618,pca_component,['pca_020'],1,,1,['pca_020'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_011,0.1870044967315272,pca_component,['pca_011'],1,,1,['pca_011'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_008,0.17248296106625094,pca_component,['pca_008'],1,,1,['pca_008'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_024,0.15137037094173708,pca_component,['pca_024'],1,,1,['pca_024'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_009,0.15072839524064655,pca_component,['pca_009'],1,,1,['pca_009'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_023,0.12154085680712579,pca_component,['pca_023'],1,,1,['pca_023'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_005,0.12086313411051158,pca_component,['pca_005'],1,,1,['pca_005'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_022,0.11654822442640422,pca_component,['pca_022'],1,,1,['pca_022'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_014,0.11179916167182491,pca_component,['pca_014'],1,,1,['pca_014'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_003,0.09754265047477266,pca_component,['pca_003'],1,,1,['pca_003'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_012,0.09045238136088606,pca_component,['pca_012'],1,,1,['pca_012'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_015,0.08337816294912435,pca_component,['pca_015'],1,,1,['pca_015'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_018,0.06505025680308885,pca_component,['pca_018'],1,,1,['pca_018'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_002,0.059887565194657676,pca_component,['pca_002'],1,,1,['pca_002'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_021,0.0586471299465525,pca_component,['pca_021'],1,,1,['pca_021'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_007,0.049779589629853176,pca_component,['pca_007'],1,,1,['pca_007'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_004,0.04017261231766208,pca_component,['pca_004'],1,,1,['pca_004'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_017,0.026778272874689073,pca_component,['pca_017'],1,,1,['pca_017'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_013,0.011582505958372086,pca_component,['pca_013'],1,,1,['pca_013'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_019,0.0005398817089921609,pca_component,['pca_019'],1,,1,['pca_019'],[],abs_standardized_logistic_coefficient
logistic_regression,rb1s,garman_klass_10d_tp2_sl2,l2_C0.1,pca,pca_010,4.3665494379486245e-05,pca_component,['pca_010'],1,,1,['pca_010'],[],abs_standardized_logistic_coefficient
